epoch,startBlock,lockBlock,endBlock,lockPrice,closePrice,totalAmount,bullAmount,bearAmount,rewardBaseCalAmount,rewardAmount,oracleCalled
20432,10120366,10120466,10120566,40809163846,40574098895,20160759709745654797,3062999001023968224,17097760708721686573,17097760708721686573,19555936918453285153,True
20433,10120469,10120569,10120669,40574098895,40397487901,14917023870771649452,4846859535358117518,10070164335413531934,10070164335413531934,14469513154648499968,True
20434,10120573,10120673,10120773,40397487901,40385801693,11502809641036474574,7393335233239706687,4109474407796767887,4109474407796767887,11157725351805380336,True
20435,10120676,10120776,10120876,40385801693,40376725913,14192892857960092380,2936063533804418296,11256829324155674084,11256829324155674084,13767106072221289608,True
20436,10120781,10120881,10120981,40376725913,40232619937,13718113168441567500,1770857151772347798,11947256016669219702,11947256016669219702,13306569773388320475,True
20437,10120885,10120985,10121085,40232619937,40480409835,19248978408310644242,15471626434784981217,3777351973525663025,15471626434784981217,18671509056061324914,True
20438,10120988,10121088,10121188,40480409835,40594239824,22020113429624803466,18520198356696250878,3499915072928552588,18520198356696250878,21359510026736059362,True
20439,10121092,10121192,10121292,40594239824,40469680477,12411883929149763793,3880534188459623959,8531349740690139834,8531349740690139834,12039527411275270879,True
20440,10121196,10121296,10121396,40469680477,40241000000,34915516655117123941,4361775716846031809,30553740938271092132,30553740938271092132,33868051155463610222,True
20441,10121299,10121399,10121499,40241000000,40135381492,12400753147521655720,5850359695719897966,6550393451801757754,6550393451801757754,12028730553096006048,True
20442,10121403,10121503,10121603,40135381492,40076840886,23535327917932815725,5543021186675820236,17992306731256995489,17992306731256995489,22829268080394831253,True
20443,10121506,10121606,10121706,40076840886,40288087642,22498882388547078874,19310543098139114651,3188339290407964223,19310543098139114651,21823915916890666507,True
20444,10121608,10121708,10121808,40288087642,40465104799,34876195255372998157,31987709970174503980,2888485285198494177,31987709970174503980,33829909397711808212,True
20445,10121711,10121811,10121911,40465104799,40263724663,19486563156676616706,2642568635773211732,16843994520903404974,16843994520903404974,18901966261976318204,True
20446,10121814,10121914,10122014,40263724663,40452614155,28494406995840039084,24318961456946347851,4175445538893691233,24318961456946347851,27639574785964837911,True
20447,10121917,10122017,10122117,40452614155,40487000000,12407488578083965645,9970794821491500630,2436693756592465015,9970794821491500630,12035263920741446675,True
20448,10122021,10122121,10122221,40487000000,40476389719,17916388332359735572,2969885802378272513,14946502529981463059,14946502529981463059,17378896682388943504,True
20449,10122124,10122224,10122324,40476389719,40282438631,20638384115171680266,3445482636335191186,17192901478836489080,17192901478836489080,20019232591716529858,True
20450,10122229,10122329,10122429,40282438631,40084479072,22170929824027133864,3785259954647405295,18385669869379728569,18385669869379728569,21505801929306319848,True
20451,10122333,10122433,10122533,40084479072,39872729565,22007703609816177942,3445701957476439180,18562001652339738762,18562001652339738762,21347472501521692603,True
20452,10122436,10122536,10122636,39872729565,39748751977,29908812461868954464,4640539424224189601,25268273037644764863,25268273037644764863,29011548088012885830,True
20453,10122539,10122639,10122739,39748751977,40071398967,18459918158511597544,16348280670698188634,2111637487813408910,16348280670698188634,17906120613756249617,True
20454,10122642,10122742,10122842,40071398967,40091756165,16032132524755404707,12977465668274251452,3054666856481153255,12977465668274251452,15551168549012742565,True
20455,10122744,10122844,10122944,40091756165,39850458907,16103408211446064469,2578921011685760533,13524487199760303936,13524487199760303936,15620305965102682534,True
20456,10122849,10122949,10123049,39850458907,39587825234,18554348156312947311,3638637317011005974,14915710839301941337,14915710839301941337,17997717711623558891,True
20457,10122952,10123052,10123152,39587825234,39279082153,13206928406814707830,6465381933690409935,6741546473124297895,6741546473124297895,12810720554610266595,True
20458,10123055,10123155,10123255,39279082153,39154910677,34937378138910378410,5927480525716747013,29009897613193631397,29009897613193631397,33889256794743067057,True
20459,10123158,10123258,10123358,39154910677,39121626704,14594768313386650434,6934472041131060911,7660296272255589523,7660296272255589523,14156925263985050920,True
